"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"Lupinine"," 0.15918988"," 0.61572286","-0.79043287","-0.77552745"," 0.28664688"," 0.05592085"," 0.02971471"," 1.50946130","-0.26153198","-0.79653566"," 0.25772460","-0.78666516","-0.81008611"," 2.42096763","-0.80511158"," 1.68029601","-0.82049107","-0.83997527"," 0.37565447"," 1.03492242"," 0.97449587","-0.80804238"," 0.10145602"," 0.24726503","-0.77916440"," 0.06545282"," 1.97538356","-0.47817286","-0.40875431","-0.55114458","-0.29549588","-0.82774469","-0.78074711","-0.78139476"," 0.25316295","-0.78139476","-0.80913106","-0.76828315"," 0.17480848","-0.44947100","-0.48537728","-0.53217686","-0.34074202","-0.78984593","-0.21412816"," 1.62133017"," 1.96211132"," 0.56672590","-0.38824689","-0.62999090","-0.42300316","-0.45897114","-0.78761352"," 2.67592321"," 1.54623875"," 0.23433255","-0.76950338","-0.19426028"," 0.22783769"," 0.08465032","-0.37821434","-0.46320998","-0.83786649","-0.46764412","-0.55693345","-0.36050294","-0.79883471","-0.82188762","-0.29790099"," 2.11630086"," 0.46110795"," 1.96983675","-0.73978207","-0.80304816","-0.82955863","-0.82413378"," 2.16709541"," 3.31530255","-0.79454037","-0.72868003","-0.79925021"," 0.55410579"
"L-Valine"," 0.33918825"," 0.27398825"," 0.47100005","-1.47119477"," 0.21364515"," 0.47310047","-0.16886269"," 0.62210280"," 0.10057047","-0.78094307"," 0.05790679"," 1.15881315","-1.22222938"," 0.41491521","-0.40357042"," 0.17981379"," 0.07875089","-0.22984278","-0.96610865"," 1.30009619"," 0.70925220"," 0.43939191"," 1.00630857"," 2.21056417","-0.43505733","-0.66488279"," 0.70894421","-0.26321860","-1.10428564","-0.51778594","-0.91904307","-1.01518704","-0.90854164"," 3.66894542","-0.38807447"," 0.14117085","-0.51811930"," 0.44794172","-0.47851863","-0.91493037","-0.85647683","-0.99312207","-0.69367660","-0.22894064"," 0.06673782"," 0.11415458"," 0.24109885","-0.75945838","-0.72037114","-0.74148900","-0.56676220","-0.65105223"," 4.44415942"," 0.14983790"," 1.54200320"," 1.06332021"," 0.39017327"," 0.25075772","-0.05182847","-0.10766336","-0.97222451","-1.13966465","-0.72936348","-0.66107937","-0.84426988","-0.43016477","-0.64612442"," 1.97721412","-1.05365899","-0.88852044"," 1.23675310","-0.30731472","-0.24617411","-0.53934399"," 0.93013206","-0.20689947"," 0.72680710"," 1.27499473"," 0.13232451","-0.30659796","-0.45230053","-0.39194033"
"L-Val-L-Leu","-0.44841059"," 0.20467636","-0.44301177","-0.43844199","-0.44669905","-0.44647685","-0.43262535","-0.43365302"," 0.82605001","-0.44488280","-0.44462072","-0.44185665","-0.24173039","-0.25912972","-0.27332481","-0.13326182","-0.05428922"," 1.22422918","-0.44024082"," 2.09623668","-0.22898365","-0.44841059"," 1.69855623"," 0.27027912"," 3.53158676","-0.43469501","-0.44066181","-0.03575989","-0.27858645","-0.22221267","-0.06632287","-0.45445102","-0.44004226"," 4.29138035","-0.44301177","-0.44024082","-0.44874436","-0.43622099","-0.44617965","-0.36894424","-0.39816456","-0.33329744","-0.21791771"," 0.49944110","-0.44752349","-0.44293956","-0.43899551","-0.44406205","-0.06668539"," 0.08278073","-0.10086827","-0.22719638"," 5.21469953","-0.43949541","-0.43911184"," 0.92679344","-0.43659510","-0.44423891","-0.44064112","-0.45059960","-0.35339185","-0.28889927","-0.24236713","-0.29898834","-0.35450867"," 0.39170201","-0.44558765"," 1.03226562","-0.44903716","-0.44527248"," 0.05316377","-0.43569914","-0.42748299"," 0.08645390","-0.45500715","-0.15097787"," 1.20712371","-0.42346022","-0.33135288","-0.42407927","-0.44571504","-0.44113545"
"Malic acid"," 0.410933490"," 1.106957426"," 0.708706199"," 0.275961048"," 0.427964443","-1.161794672","-0.508145642","-0.737113037"," 0.002843418"," 0.033978689","-0.100648337"," 0.961449524","-0.591245489","-0.587135890","-0.124512734","-0.122360990","-0.953768536"," 2.592227723","-0.202063344"," 1.498347654"," 0.150797059"," 1.094697895"," 1.019530830"," 1.358188089"," 0.377105702","-0.882030817","-0.666782475","-0.179039669","-0.834975991","-0.505913157","-0.404363857","-0.165639466","-0.527238454"," 2.252126466","-0.378669495","-0.221604726","-0.471455893","-0.639329570","-0.880144117","-0.366588860","-0.413340316","-0.629186353","-0.587291891"," 0.634858856"," 0.101887185","-0.714216584","-0.505969155","-0.213713044","-0.400636893","-0.961307975","-0.669557463","-0.645279425"," 4.831230948","-1.149812437"," 1.324858128"," 1.625701400","-0.195862501","-0.773885298"," 0.005440797"," 0.259769307","-0.913415383","-0.796835851","-0.643222604"," 0.015802377","-0.949327440"," 1.161235384"," 0.004138979"," 2.216344650"," 1.359829664","-0.864588283","-1.151091782","-0.791697134","-0.720811110"," 0.202648814"," 0.537338655","-1.173580694"," 0.675397885"," 0.520728953","-0.571929667","-0.668092234","-0.463177885"," 0.031366982"
"Maltol","-0.541285258","-0.562415639","-0.342561776","-0.174353965","-0.478285840","-0.470106988"," 0.039748940"," 0.001921922","-0.667206888","-0.411431775","-0.401785139","-0.300043085","-0.564348773","-0.478285840","-0.508211125","-0.675584039","-0.681768844","-0.901648093","-0.240566605"," 0.001921922","-0.346973746","-0.541285258","-0.478285840","-0.263463593","-0.215397022","-0.036432606","-0.256062653"," 1.015048572"," 1.541666337"," 3.094262486","-0.725728267","-0.763625947","-0.233257881","-0.240566605","-0.342561776","-0.240566605","-0.553570970","-0.092601976","-0.459167424","-0.978453965"," 0.337237648"," 1.276620835"," 2.714422857","-0.335938096","-0.508632536","-0.339903643","-0.194728363","-0.381221216"," 2.032727660","-0.858283883"," 1.425012910"," 3.854077330","-0.310745373","-0.213129040","-0.199010220","-0.147705696","-0.106372320","-0.387731189","-0.255300995","-0.621860019"," 2.375255485"," 1.619413287"," 2.028755608","-1.065107811"," 3.160664003","-0.240566605","-0.437376616","-0.697528834","-0.564348773","-0.425775553","-0.240566605","-0.073393302"," 0.229032887","-0.484925442","-0.784096314","-0.722876849","-0.609721499"," 0.377105775","-0.388914995"," 0.354319505","-0.442065509","-0.273496869"
"Methanesulfonic acid"," 0.08022167"," 1.12127531"," 0.28389691"," 1.81031297","-0.47645674","-0.27199752","-0.65492614","-0.29752768"," 0.58176056","-0.21524552","-0.24489084"," 0.93784140","-0.75347441","-0.53199385","-0.27762640","-0.57437761","-0.05267320"," 0.70015850","-0.06959111","-0.06117031"," 0.79724757"," 0.10956559"," 0.50277887"," 0.85293807"," 2.69977862","-1.03045200","-0.97450971","-0.74367903","-0.88449331","-0.88497714","-0.84340411"," 1.84232402"," 0.28132056"," 3.62866922"," 0.31072800","-0.53239073"," 0.38631165"," 0.03650181","-1.00215850","-0.30811804"," 1.53660430"," 0.08922764","-0.88869286"," 0.14122329","-0.34767421","-1.06763781","-0.85333267","-0.36845124","-0.82297404","-0.94588230","-0.34747345","-0.90203816"," 0.85142018","-0.43437952"," 0.89839917"," 2.46458460","-0.63063361","-0.80044616","-0.52148211"," 0.80210427","-0.87686043","-0.94356748","-0.95959805","-0.22890772","-0.96357523"," 0.59792871","-0.08131553"," 0.87963701"," 1.21185166","-1.11014523","-0.07054919","-0.86534277","-0.84997497"," 3.05354590"," 0.26265662"," 0.51833613"," 1.09116811","-0.75186035","-0.72179487","-1.10267392","-0.85017324","-0.36874793"
"Methyl lactate","-0.395681298"," 1.344887086"," 0.566227263"," 1.743541213"," 0.109032422"," 0.380786888","-1.844609395"," 0.060585209","-0.974872534"," 1.671251551","-0.435337175"," 0.018501497"," 0.304588389"," 0.001818635"," 0.110670369","-0.150752944"," 0.560878860","-0.398185992"," 0.175217163"," 0.341295550"," 0.729084005","-0.165116417"," 0.581169505"," 1.029279994"," 2.439941068"," 0.148234505"," 0.970902097","-1.187723953","-1.095522298","-1.259609918","-1.553477955","-0.006428161"," 0.566271151","-0.468402027","-0.333077898"," 0.039859557","-0.080511579","-0.607669772","-0.031459444","-0.843055871","-1.304869195","-0.790376013","-1.122340794","-0.340364940","-0.316823174","-0.306117171","-0.258616594","-0.385560728","-0.972413933"," 2.579187990","-1.702847850","-1.219385402"," 2.213698476","-0.104829202"," 0.114611616"," 0.795629409"," 0.590093481"," 0.579081306","-0.100831329"," 0.477429982","-1.225699158","-1.040122405","-1.235994408","-1.152819129","-1.404838847"," 1.800943977","-0.030072113"," 1.893679327"," 1.890541347","-0.319147558"," 1.897431231","-0.826574146"," 0.493449731"," 1.132724766","-0.359081790"," 0.051957867","-0.196365083","-0.367068462"," 0.555046485","-1.804421456","-0.121763190","-0.118692268"
"Methylsuccinic acid","-0.35596174","-0.35754306","-0.34109008","-0.32850208","-0.35124712","-0.35063505","-0.31247947","-0.31531030","-0.36538521","-0.34624403","-0.34552211","-0.33790815","-0.35768773","-0.35124712","-0.35348661","-0.36601213","-0.36647497","-0.38292986","-0.33345717","-0.31531030","-0.34142025","-0.35596174","-0.35124712","-0.33517068","-0.33157358","-0.31818060","-0.33461683","-0.10202074","-0.28331720","-0.14311792","-0.04434951","-0.37260083","-0.33291021","-0.33345717","-0.34109008","-0.33345717","-0.35688116","-0.32238409","-0.34981638","-0.08351564","-0.22260617","-0.14247227","-0.02843187","-0.34059439","-0.35351815","-0.34089115","-0.33002682","-0.34398319","-0.16323393","-0.19441604","-0.01451290","-0.20981529","-0.33870906"," 1.22914294"," 1.99940259"," 2.36148255"," 1.33733077","-0.34447037","-0.33455983","-0.36199164","-0.24318866","-0.12119010","-0.03556910","-0.14463236","-0.14199760"," 2.79645684"," 0.98925048"," 3.06568998","-0.35768773","-0.34731746","-0.33345717"," 1.27524267","-0.29831422","-0.35174400","-0.37413275"," 6.42726011","-0.36108324","-0.28723304","-0.34455896","-0.28893827","-0.34853654","-0.33592153"
"Methylthiouracil","-0.2498770937"," 0.7169405639"," 0.2815015341"," 1.8230702896","-0.4954903815","-0.3862957550","-0.7570713185","-0.4348554623"," 0.4831787680"," 0.0048813339","-0.3147633411"," 0.5902751270","-0.6269379821","-0.4436325928","-0.3995476231","-0.5772390545","-0.3791224664"," 0.7868237516"," 0.2373210609","-0.4843252822"," 0.6530227341"," 0.0652552744"," 0.6987195911"," 0.6775306773"," 3.2870094228","-0.7886006939","-0.7658246213","-0.7898808370","-0.7150742126","-0.7487261921","-0.7769476248"," 1.6352976017"," 0.2034083876"," 3.9544732762"," 0.2259146655","-0.5210278244"," 0.1335456191","-0.3233858881","-0.7714044738","-0.2300491205"," 1.7916966338"," 0.1084467315","-0.8138620838"," 0.0006395338","-0.4936123628","-0.8606661929","-0.7775104382","-0.5584706487","-0.8268430459","-0.9564203633","-0.1837646527","-0.8818063664"," 1.1890490583","-0.4030331761"," 0.6056706318"," 2.2149177195","-0.4631300063","-0.6879263571","-0.6087881174"," 0.5414506514","-0.7167183243","-0.9313458646","-0.9197848388","-0.2446050134","-0.8785977566"," 0.3552278340","-0.0726436176"," 0.6942845922"," 1.5285319246","-0.8282236679","-0.1718241056","-0.9429250274","-0.7480436911"," 3.1937816225"," 0.1094517746"," 0.3928220211"," 0.9001789075","-0.4959404351","-0.5961180577","-0.9537823553","-0.7198102203","-0.3680426866"
"Mevalonolactone"," 0.55113193"," 0.55081525","-0.07696020","-0.81543722"," 0.10821899"," 0.33867522"," 1.81721185"," 1.83599569"," 0.13362296","-0.30204680"," 0.94652220","-0.29818871","-0.40601601"," 1.10285550"," 0.74055098","-0.78670202"," 0.15874453","-0.73049521"," 0.16186067","-1.21769294","-0.54698016","-0.10831159","-0.14027631","-0.38425973","-0.77800695"," 1.14476297"," 3.89920636","-1.59706113","-0.85632046","-0.62841599","-0.52030311","-1.17786740"," 0.05857043","-1.44656722"," 0.78299136"," 0.81771527"," 0.02588057"," 0.31940969"," 1.24371446","-0.70520274","-0.66506671","-0.85160575","-0.49506749","-0.18038561"," 0.69730129"," 2.52486093"," 2.48158073","-0.34876135","-0.81560987","-1.06728635","-0.50523929","-0.70086974"," 0.13776907"," 1.10209809","-0.04238213"," 0.10928055"," 0.73260698"," 1.01418977"," 0.13482270"," 0.25568981","-0.80261096","-0.70337337","-0.78095896","-0.99099660","-0.71489779","-0.32150958"," 0.95092491","-0.30026540","-0.17981855"," 0.97423889","-1.04392280","-1.47846524","-1.12444350"," 0.89753053"," 0.79039686"," 0.15927130","-0.97738574","-1.53518989"," 1.38142133","-1.02802609"," 0.79612788","-0.70131781"
"Monocaproin"," 0.152122717","-0.749715441"," 0.029301703","-0.743957989","-0.748467255"," 0.748403398","-0.740781465","-0.741342683","-0.751270170","-0.747475379","-0.126977789"," 0.174071809","-0.190837335","-0.173015263","-0.748911240","-0.034425162","-0.132967173","-0.009274071"," 0.472009089","-0.145502609","-0.746519051"," 5.287103080","-0.231696931","-0.745280058"," 4.156300995","-0.741911727","-0.745170255","-0.522045303","-0.582409633","-0.376681297","-0.158912251"," 0.905532357","-0.744831913"," 1.110524433"," 0.299358992"," 0.085461205","-0.697690073"," 0.139951658","-0.748183606","-0.318761818","-0.387350991","-0.410130939","-0.508666490"," 0.623618476"," 0.239058774","-0.366344141"," 0.466950539","-0.747027162","-0.270728212"," 0.612176677","-0.348183158","-0.380147790","-0.592240359","-0.744533273"," 0.326627688"," 0.938056486","-0.742949384","-0.335033414"," 0.805178118"," 0.404401626","-0.549500072","-0.525389568","-0.500661401","-0.474383384","-0.383888034"," 0.290037006"," 2.813449524","-0.751720040","-0.749744122","-0.118286685"," 1.475687825"," 0.266155916"," 0.741221736"," 0.380525485"," 1.428297666"," 0.211020851","-0.750417292"," 0.560674866"," 0.215784601","-0.083365656","-0.747929874","-0.745428916"
"m-Toluic acid"," 1.21124809"," 0.74317342"," 0.86667876","-0.08256228","-0.07977735"," 0.68502756"," 2.30193005"," 1.47697534"," 0.21983541"," 0.89420928"," 1.39953249","-0.71252245","-0.74541686","-1.00218431"," 0.29783226","-0.89057189","-0.01969836","-1.34246665"," 1.03666973","-0.78201243"," 0.51424342","-1.23723585","-1.00808346"," 0.80196942"," 0.13734806"," 0.15711607"," 0.67208573","-0.52037253","-1.72652474","-1.04330686","-1.82981830","-0.96884872"," 0.05449790"," 1.34184563"," 0.15364981"," 0.24943442"," 0.44780212"," 0.54418379","-0.42190250","-1.36566312","-1.19736479","-1.64767571","-1.30682173"," 0.13770626"," 0.46111112"," 0.36030684"," 0.79423871","-0.16565103","-0.89394517","-1.60418928","-0.63706199","-1.29047481"," 1.35078420","-0.49081511"," 0.96144487"," 1.51186188"," 0.35100523"," 0.15548581","-0.21005243"," 0.37677547","-1.67677702","-1.41847958","-1.12982560","-1.18162377","-1.76065682"," 0.70149183"," 0.13100954"," 0.86256449","-0.40589218"," 0.17894024"," 2.32167135"," 0.01314675"," 1.15255293"," 0.89358986"," 0.14955643"," 0.22739077"," 0.06252787"," 1.28145941","-0.38492771"," 2.10223439","-0.04803504"," 0.48309345"
"Myristic acid"," 5.405405627"," 0.018396633","-0.060363964"," 1.550037920","-0.086770686","-0.490282443"," 0.439420601","-0.406616227","-0.435115038"," 0.418420430","-0.502304501"," 0.361018918","-0.377259265","-0.506102252","-0.301770194","-0.752531698"," 1.025461884","-0.007416149","-0.340849172"," 0.469207817"," 0.359734871","-0.083379450"," 0.507559012"," 0.804546509"," 0.591953784","-0.364777029"," 0.099596790","-0.679438213","-1.370440583","-1.260684477","-0.564979033"," 0.326791156"," 0.545015727"," 2.229856589"," 0.253790238"," 0.476449114"," 0.177817049"," 0.224913733"," 0.552620351","-1.268747481","-1.354277807","-1.295809228","-1.054117534"," 0.131829132"," 0.374198487"," 0.006231372"," 0.344883947","-0.161917298","-1.099615665"," 0.017548446","-0.970423239","-1.290477963"," 2.654471863","-0.815883479"," 0.626891109"," 1.254899047","-0.263853547","-0.199567726","-0.109466040"," 0.224222769","-1.601734170","-1.292893282","-1.033005158","-0.928338881","-1.500491351"," 0.238097132"," 0.123213700"," 0.776546232"," 0.407466375","-0.705280744"," 0.946384372","-0.557014517","-0.309225817"," 1.020251195","-0.045443614"," 0.032912232"," 0.026663801"," 0.717281092","-0.009659433"," 0.604519205","-0.188934550","-0.719267365"
"N,N-Dimethyl-2-aminoethanol","-1.39501433"," 0.82468674"," 1.00914257"," 1.19597859"," 0.07290295","-1.38984877"," 0.03369398","-0.07062740","-1.40415273","-0.08589085","-1.38489051"," 0.68484255","-0.37163781","-0.18951536","-0.49240308","-0.28215997"," 0.27505249"," 0.47650194"," 0.36429962"," 0.40483398"," 1.32151206"," 0.65593958"," 1.15121636"," 1.87533025"," 3.11511918","-0.24447183"," 0.48218552","-0.52908085","-0.87081628","-0.89355314","-0.47574051"," 1.05655387","-0.31883114"," 5.14145503"," 0.62244435","-0.70225874","-0.07103798"," 0.18012583","-1.38905486","-0.62956731"," 0.11375944","-0.14361305","-0.35670336","-0.02143552","-0.14546975","-0.14195903","-0.03795303"," 0.02361076","-0.69269499","-1.10110114","-0.71071207","-1.06762397","-1.37828356","-0.18877408"," 0.56917118"," 1.42048105"," 0.43888287","-0.01156300","-0.21821870"," 0.36688981","-1.19715775","-0.95309711","-1.08105776","-0.86285354","-1.09381512"," 0.10803601","-0.11068800"," 0.60125703"," 1.01136847","-0.64750911"," 0.08758625","-0.07072844"," 0.38780958"," 0.71993414"," 0.05431457"," 0.05320909"," 0.65719019"," 0.43414728","-0.46257479","-0.81262906","-0.81389150","-0.47880427"
"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine"," 0.130169430","-0.238648159"," 3.156038481"," 0.325464095"," 0.134008250","-0.238321357","-0.236516309","-0.236650229","-0.239019152","-0.004885516","-0.238079477","-0.237719279","-0.238655003","-0.238350313","-0.238456258","-0.239048810","-0.239070706","-0.239849147"," 0.154578475","-0.236650229","-0.237885428","-0.238573351","-0.238350313","-0.237589776","-0.237419605"," 0.183851633"," 0.139861255","-0.240032663","-0.240397443","-0.240147203","-0.239226336","-0.239360506","-0.237482838","-0.237508713","-0.237869808","-0.237508713","-0.238616846","-0.236984873","-0.238282628","-0.240121063","-0.240462722","-0.240333631"," 0.097880465","-0.237846358","-0.238457750","-0.237860397","-0.237346432","-0.238006674","-0.088438512","-0.035003789","-0.096518021"," 0.131272244","-0.237757168","-0.237411576","-0.237361591","-0.237179957","-0.237033624"," 7.519871323","-0.237560878","-0.238858610","-0.033171559"," 0.230694317","-0.231973979","-0.240427845"," 0.045130767","-0.237508713","-0.238205482","-0.239126501","-0.238655003","-0.238164410","-0.237508713","-0.236916868","-0.235846186","-0.238373819","-0.239432977","-0.239216241"," 3.247029186","-0.235321962","-0.238033913","-0.235402632","-0.238222082","-0.237625297"
"N-Acetylaminoethanol"," 0.62072065"," 1.24128599","-0.34152715","-1.64313548"," 0.21521290"," 0.62391376"," 1.70328719"," 0.94424656"," 0.04745415","-0.63733835"," 0.78274548"," 0.21414064"," 0.86860334","-0.61822182","-0.06532923"," 1.01436682"," 0.65270110","-0.61714915","-0.85479719"," 1.17054116"," 0.26613580"," 0.38464377"," 0.84583250","-0.49055985","-0.21239689"," 1.30546362"," 2.54819477","-1.79463081","-1.17653369","-1.69293419"," 0.24127887","-1.16516844"," 0.14529939","-0.42846477"," 0.75023681"," 0.94629160","-0.48535610"," 0.62926724"," 1.06251031","-1.72262683","-1.01892875","-2.02995893","-1.06432674","-0.12571598"," 0.32920252"," 1.22335766"," 1.65108257"," 0.48179305","-1.34313665","-2.24979960","-0.44293379","-1.45764860"," 1.32090940"," 0.89493877"," 0.42640823"," 0.85710572"," 0.04323056"," 0.02579183"," 0.54542553"," 1.34014457","-0.50053893","-0.84945629","-0.24581197","-2.16418069","-0.68319567"," 0.24523094"," 0.49347151","-1.17709777","-0.91678957"," 0.13223270"," 1.22032381"," 1.30155246"," 0.36427957","-0.31954075","-0.64307609","-0.33206233","-0.88938542","-0.42950837"," 0.84982682"," 0.22165454"," 0.55635236","-0.91942667"
"N-Acetylaspartic acid"," 0.67861353"," 2.49448267"," 0.65432619","-0.35100387","-0.24669812"," 1.18634407","-0.48007643","-0.41561451"," 0.20922208","-0.50774406","-0.46059428"," 0.59935407","-0.59132105","-0.03256389","-0.28056247"," 1.27061225","-0.14932992"," 0.88052036"," 0.16829669"," 0.89562420","-0.54238699"," 1.31254635"," 0.64420314"," 1.23645650","-0.75481996","-1.29690671","-0.53232034","-0.47886262","-0.79005733","-1.19758361"," 0.46338606","-0.64285379","-0.72167133","-1.18512899"," 1.25905948"," 0.26859995","-0.21761902"," 0.23853692","-0.89886497","-0.23693442","-0.38190604","-0.23810628","-0.47147111"," 0.85423349","-0.43938971","-0.88699078","-0.46014131","-0.02524250","-0.39916744","-1.30332615","-0.24653011","-0.55321344"," 3.91547021","-0.71723376"," 0.58691165"," 3.11916376"," 0.33678200"," 0.25619934"," 0.43320624","-0.06510907","-0.96566129","-0.76680003","-0.82810845","-1.02017632","-0.87273076"," 0.92949585","-0.24599661"," 2.04407607"," 2.03997479","-0.99928180","-0.84378863","-0.99816547"," 0.38596434","-1.30040986"," 0.62836883","-0.20564782"," 1.02637618"," 0.06073968","-0.85593773","-1.23816790","-0.94892354"," 0.21199568"
"N-Acetyl-L-alanine"," 0.290061487"," 0.056312705","-0.300688676"," 1.234407245"," 0.774517334"," 0.243751921"," 1.256665579"," 1.162784112","-0.435698384"," 1.114783308"," 0.281188063"," 0.176899118","-0.111993218","-0.610115338","-0.160724539"," 0.080132931"," 1.488007662","-1.076706579","-0.192776417"," 0.713898600"," 0.409862762","-0.082039998"," 0.365261181"," 0.802437128"," 1.311610626"," 0.064871251"," 0.544005222"," 0.251244980","-2.216746632","-0.772275149","-0.282122362","-0.818946577"," 0.255185923"," 1.204647248"," 0.060280105","-0.019702578"," 0.335709202"," 0.232544164"," 0.374905034","-0.206982287","-2.272178505","-0.896945231","-2.063297574"," 0.659582255","-0.009911885","-0.091671188"," 0.838264839","-0.166506642"," 0.220202570","-0.280714030","-0.890469425","-2.227439983"," 1.257243381"," 0.063949005"," 1.083001652"," 1.523227537"," 1.021492145"," 0.215983673","-0.141508089"," 0.011131748","-2.188787806","-2.161831325","-2.109158862","-2.324841926","-1.439588104"," 0.457990995"," 0.067411768"," 0.541738034"," 1.300194186","-0.356110120"," 1.195712287","-0.376310099"," 1.476776293"," 0.053560483","-0.272196414","-0.641456090"," 0.198368912"," 1.150543708"," 0.197998189"," 1.793239501","-1.395067323","-0.820078700"
"Naringenin 4',7-dimethylether","-0.142276759","-0.177611038","-0.008578629","-0.153680911","-0.135355785","-0.287732546"," 0.360556070"," 0.156583804","-0.160495940","-0.053185536","-0.028847033"," 0.049966900","-0.482815901","-0.480295879","-0.481172126","-0.486072998","-0.486254097","-0.492692415"," 0.099957216"," 0.473326343"," 0.435175992"," 0.046851171"," 0.243898305"," 0.415558120"," 0.165952168"," 0.448155849","-0.473788928","-0.494210238","-0.247439352","-0.495157578","-0.487541279","-0.488650967"," 1.551682219"," 4.470940926","-0.032836894"," 0.212185438"," 0.720046520"," 2.547213625"," 0.925199208"," 0.110326887","-0.006145244","-0.496699483","-0.492443314"," 1.527050572","-0.373502916","-0.476243889","-0.471992989","-0.477453715","-0.492450521","-0.491422661","-0.493011039","-0.494662842","-0.475390101","-0.472531782","-0.472118367","-0.470616111","-0.469405822","-0.477644335","-0.473766626","-0.484499897","-0.496942128","-0.492398540","-0.491995596","-0.497478704"," 1.559327497","-0.473335186","-0.479098010","-0.486715567","-0.482815901","-0.478758318","-0.473335186","-0.468440159","-0.459584771","-0.480490295","-0.489250363","-0.487457786","-0.484144467","-0.455249026"," 2.940821314","-0.455916234","-0.479235306"," 4.990559882"
"N-Caffeoyl-O-methyltyramine","-0.42363004","-0.81646670","-0.48579921"," 0.09962663","-0.60590223","-0.81645763"," 0.41053626"," 1.44030608","-0.02519267"," 0.78071450","-0.34980887"," 0.06497846"," 0.05882509"," 0.85080649"," 0.63703671"," 0.44571286"," 1.97165915","-0.27333030","-0.81596833","-0.24792778"," 2.78180434"," 0.54897662","-0.81645843","-0.25966207"," 0.15095106","-0.05440306"," 3.73010841"," 0.98830635","-0.81651525","-0.81650831","-0.81648275"," 1.13686436","-0.81643435","-0.28285701","-0.29813742"," 0.19283851","-0.81646583"," 1.21611765"," 2.14890647","-0.62952739","-0.81651707","-0.81651348","-0.37831005"," 0.17118410"," 0.20017287"," 0.31782116","-0.81643057","-0.50565198","-0.81649922"," 2.41057354","-0.81650110","-0.81650665","-0.05203888","-0.41347566"," 0.30173035","-0.49790259"," 0.12436640","-0.81644953","-0.81643652"," 2.13158088","-0.81651430"," 1.10672991","-0.34887814","-0.74850759","-0.81651183","-0.15733052","-0.81645441","-0.58805954"," 0.18545535"," 3.02983961","-0.59868880","-0.81641865","-0.10438062","-0.22034486","-0.81648848","-0.59131667","-0.59314459","-0.81637438"," 0.38069940","-0.81637662","-0.79916652"," 0.11289591"
