"","Feci_LPS_2.5H_944_26022024","Feci_LPS_2.5H_945_26022024","Feci_LPS_2.5H_946_26022024","Feci_LPS_2.5H_947_26022024","Feci_LPS_2.5H_948_26022024","Feci_LPS_2.5H_949_26022024","Feci_LPS_2.5H_950_26022024","Feci_LPS_2.5H_953_26022024","Feci_LPS_24H_954_26022024","Feci_LPS_24H_955_26022024","Feci_LPS_24H_956_26022024","Feci_LPS_24H_957_27022024","Feci_LPS_24H_958_26022024","Feci_LPS_24H_959_26022024","Feci_LPS_24H_961_27022024","Feci_LPS_24H_962_27022024","Feci_LPS_24H_963_27022024","Feci_LPS-24H960REP_01032024","Feci_Vecpac-CRE_3296_01032024","Feci_Vecpac-CRE_3303_01032024","Feci_Vecpac-CRE_3304_01032024","Feci_Vecpac-CRE_3305_01032024","Feci_Vecpac-CRE_3306_01032024","Feci_Vecpac-CRE_3318_01032024","Feci_Vecpac-CRE_3328REP_01032024","Feci_Vecpac-CRE_3330_01032024","Feci_Vecpac-CRE_3334_01032024","Feci_Vecpac-CRE_3335_01032024","Feci_Vecpac-CRE_3347_01032024","Feci_Vecpac-CRE_3352REP_01032024","Feci_Vecpac-CRE_3355REP_01032024","Feci_Vecpac-CRE_3356_01032024","Feci_Vecpac-CRE_3370_01032024","Feci_Vecpac-CRE_3664_29022024","Feci_Vecpac-CRE_3665_29022024","Feci_Vecpac-CRE_3689_29022024","Feci_LPS_CTRL_934_23022024","Feci_LPS_CTRL_935_23022024","Feci_LPS_CTRL_936_23022024","Feci_LPS_CTRL_937_23022024","Feci_LPS_CTRL_938_26022024","Feci_LPS_CTRL_939_26022024","Feci_LPS_CTRL_940_26022024","Feci_LPS_CTRL_943_26022024","Feci_LPS-CTRL_941REP_01032024","75_feci_100322","100_rep_110322","101_rep_110322","102_feci_100322","103_rep_110322","104_feci_100322","105_rep_110322","106_110322","Feci_DSS-T0_896_27022024","Feci_DSS-T0_897_27022024","Feci_DSS-T0_T0.5_27022024","Feci_DSS-T0_T0.6_27022024","Feci_DSS-T0_T0.7_27022024","Feci_DSS-T0_T0.8_27022024","81_feci_100322","83_feci_20_81","84_feci_100322","108_rep_110322","109_110322","110_110322","113_110322","Feci_DSS-T1_111_27022024","Feci_DSS-T1_B901_27022024","Feci_DSS-T1_B902_27022024","Feci_DSS-T1_T1.5_27022024","Feci_DSS-T1_T1.6_27022024","Feci_DSS-T1_T1.7_27022024","Feci_DSS-T1_T1.8_27022024","88_feci_100322","89_feci_100322","115_110322","116_110322","118_110322","120_110322","121_REP_140322","122_110322","Feci_DSS-T3_90_28022024","Feci_DSS-T3_91_28022024","Feci_DSS-T3_906_28022024","Feci_DSS-T3_907_rep_28022024_2","Feci_DSS-T3_T3.6_28022024","Feci_DSS-T3_T3.7_28022024","Feci_DSS-T3_T3.8_28022024","70_feci_09032022","96_feci_100322","97_rep110322","124_110322","125_110322","126_110322","129_110322","Feci_DSS-T5_128_28022024","Feci_DSS-T5_B911_28022024","Feci_DSS-T5_B912_28022024","Feci_DSS-T5_T5.5_28022024","Feci_DSS-T5_T5.6_28022024","Feci_DSS-T5_T5.7_28022024","Feci_DSS-T5_T5.8_28022024","Feci_Vecpac-WT_3297REP_01032024","Feci_Vecpac-WT_3371REP_01032024","Feci_Vecpac-WT_3302_29022024","Feci_Vecpac-WT_3307_29022024","Feci_Vecpac-WT_3319_29022024","Feci_Vecpac-WT_3329_29022024","Feci_Vecpac-WT_3336_29022024","Feci_Vecpac-WT_3337_29022024","Feci_Vecpac-WT_3353_29022024","Feci_Vecpac-WT_3354_29022024","Feci_Vecpac-WT_3369_29022024","Feci_Vecpac-WT_3673_28022024","Feci_Vecpac-WT_3674_28022024","Feci_Vecpac-WT_3675_28022024","Feci_Vecpac-WT_3677_28022024","Feci_Vecpac-WT_3678_28022024","Feci_Vecpac-WT_3679_29022024","Feci_Vecpac-WT_3680_29022024","Feci_Vecpac-WT_3681_29022024","Feci_Vecpac-WT_3687_29022024","Feci_Vecpac-WT_3688_29022024"
"Levoglucosan","-0.4668930337","-0.2310187000","-0.2264848248","-0.2345082011","-0.2617174478","-0.0441248356","-0.2591645180","-0.1415401864","-0.1135236031","-0.0908994462","-0.1243207693"," 0.3197410896"," 0.0068730488","-0.0616503620","-0.1235204340"," 0.0115643468","-0.0321822576"," 0.1861803099"," 0.0005762172","-0.6226724207","-0.6376563501","-0.6227408095"," 2.6661152417","-0.7236773490","-0.0468674122","-0.2011407288","-0.6058631415","-0.6406373801"," 0.1341712925"," 0.1174724679","-0.0873985100","-0.3848664595"," 1.6339661690"," 0.3824803980"," 1.4008382133"," 0.2860216976"," 0.1069909444"," 0.0015059349","-0.1059602549","-0.0847638920"," 0.0245309205","-0.1359495582","-0.1291134218"," 0.1272914438"," 1.4615840756","-0.1515092287","-0.1140267695"," 0.0117648736"," 0.1266360144","-0.1384957379","-0.0127350108","-0.2608804242","-0.1941836003","-0.3647013657","-0.3579578891","-0.3935001055","-0.2466295876","-0.3741190819","-0.4345330422","-0.3196558187"," 0.5160758814","-0.1862484550","-0.3453641261","-0.1899236641","-0.2838447057","-0.2107399335","-0.4584078540","-0.3616294908"," 4.0759083757"," 8.7583199622","-0.2243211987","-0.5852557395"," 0.5104896581","-0.2207092393","-0.3646145360","-0.4684420219","-0.5276433582","-0.4228619180","-0.3757173395","-0.3187470344","-0.3237642090","-0.2970099866","-0.4060879568","-0.3172288101","-0.2961799653"," 0.4165711974","-0.3922688170"," 0.8565569048"," 0.0281832150"," 0.0231481338","-0.2828253786","-0.1289880541","-0.1816548603","-0.2318243195","-0.2786166864","-0.2405382604","-0.2739355066","-0.1340611193","-0.3900592997","-0.3254817816","-0.4598952270","-0.2981783330","-0.5009884915"," 0.9000247294","-0.0095989501","-0.7195914893","-0.2952173448"," 0.1906224932","-0.1090948477","-0.3053616146","-0.0975370558"," 0.3488346563"," 0.0980690920","-0.6149290187","-0.6232417761","-0.4593315695","-0.6164290271","-0.5808879814"," 0.3763955325"," 0.2989455448","-0.6655026592"," 0.2111203038"," 0.5889946018"
"Levulinic acid","-0.562649546","-0.429671592","-0.515279441","-0.669133911","-1.106243271","-0.462744173","-1.143026025"," 0.333648801","-0.705199845","-0.489663177","-0.551258670"," 0.481044444"," 0.065390782"," 0.292848164"," 0.199539011","-0.092530012"," 0.509505705"," 0.240714619"," 0.092695802"," 0.641383067"," 0.036554062"," 0.297913717"," 0.013216140"," 1.105183894"," 7.694949944","-0.197952268"," 0.514028997"," 0.439280286","-0.436056842"," 0.050746058","-0.180478937"," 0.070836747"," 0.105615505","-0.039060556"," 0.156186037"," 0.180773360"," 1.874427322"," 2.169421019","-0.284817554","-0.151551590"," 0.199602907","-0.616203175","-0.659328519","-0.276438338"," 1.877289350","-0.077703025","-0.547065576","-0.460620548","-0.390296472","-0.285958143","-0.291116911","-0.261347585","-0.185607826"," 0.647821482","-0.467247715","-0.545162042","-0.553751318","-0.504745767","-0.528124917","-0.451164608"," 0.940135879","-0.052328491","-0.869050635","-0.609455875"," 0.615286594","-0.712594088","-0.270547641"," 0.489505281"," 2.041710051"," 2.621399853"," 0.250560600","-0.052309412","-0.225634648","-0.680421807","-0.813245420","-0.941553353","-1.088750639","-1.037017418","-0.745080591","-0.715015547","-1.035468020"," 0.400096169"," 0.441269099"," 1.384225813"," 1.015256134"," 0.317896274","-0.233495110"," 1.309521896","-0.325638046","-0.169622328","-0.709296863","-0.059832153","-0.558130912","-0.178830529","-0.384983280","-0.560895957"," 0.120941622"," 1.931476976","-0.419688974"," 0.634599329","-0.627275191"," 0.005011387"," 0.775448949"," 0.646358163","-0.517568600"," 0.602984694"," 0.191534513","-0.346743654"," 0.121044364"," 0.200417634","-0.598807699","-1.036966757","-0.543694851","-0.554958990","-0.667675599","-0.010991603","-0.442342032","-0.576899489","-0.872432220","-0.351578406","-0.569395043","-0.517566001","-0.544314732"
"L-Fucose","-1.1026507387","-1.1912573026","-0.9657701515","-1.0203408468","-0.6863721948","-1.3011174091","-0.3296637980","-0.9149622406"," 0.1350077460","-0.7587353767","-0.7454858221"," 2.7043891841"," 0.3103752813"," 1.5022342141","-0.6038984854"," 0.8468793364"," 2.6630420334"," 1.3774640258"," 1.0401352999"," 1.8690608165","-0.5292511397","-0.7958650999"," 1.1102920055"," 1.5248501748","-0.2585618563"," 0.1542624885"," 1.2373119436"," 0.8847837792"," 0.5495983061"," 0.1613323016"," 0.3114111232","-0.0152226644"," 0.9499483300"," 1.1787675434"," 1.1677125526","-0.5461687004"," 0.5934506860"," 2.1703938453","-1.4943609236","-0.9493964139"," 0.0576382368"," 0.1138377597","-1.5086971522"," 2.3251119217","-1.0356319957","-0.2247954726"," 0.4155286490"," 1.3164884319"," 0.0015162824"," 0.4323230932"," 0.2724511366"," 0.0183700047","-0.7474073715","-0.0004802097"," 1.5196523953"," 0.0223680031"," 0.9204391074"," 0.7321662520"," 0.4919213177","-1.0825952594","-0.9486890198","-1.1029874038","-1.0068921368","-0.6359122536","-0.5735295176","-0.4323523924"," 0.1533206140","-0.1815434826","-0.5484061046"," 0.1777195684","-1.1764295911"," 0.4699888350"," 0.5531678696","-1.0989937726","-1.1330426015","-1.2646791119","-1.2911142931","-1.3331154716","-1.2102527395"," 1.7765412908","-0.6433370906"," 1.9192190078","-0.6405805739","-0.8925645349","-0.6692216405","-1.1217976481","-0.2819869848","-0.4378674457"," 0.0067095607"," 0.0396428201"," 0.4573308629","-0.3476582711","-0.6949195395"," 0.0202096544","-0.9079963201"," 2.7867227643","-0.3251546380"," 0.1120313472","-0.3858303532"," 0.6064099637","-0.1585874985"," 0.9013285832"," 0.2163833613","-1.5199898330","-0.6237990042","-0.5150307110","-0.5647840974"," 2.5346166523"," 0.1415012011","-0.0819751696","-0.5750708576"," 0.2792549079"," 0.8386837036","-0.3248381611","-0.7071505405","-0.4841474560","-1.1350540163","-0.1645910286","-0.2248017780"," 1.4798794923","-0.1723040981","-0.6059488865","-0.5995609741"
"L-Glutamic acid","-0.86087357"," 0.28217388"," 0.25406115"," 1.61448220"," 1.61221279"," 0.07603003"," 1.07403271"," 2.68646054"," 0.51282526"," 0.74576575","-0.67320516","-0.58289868","-1.03277130","-0.41363625"," 0.44885596"," 1.22307075","-0.56311499"," 0.49569338"," 1.59606720","-0.76783428"," 1.10000794"," 1.27889751","-0.55854509","-0.38772606","-1.12495305"," 0.29179747","-0.67397252","-0.74207703"," 1.52820744","-0.58930453","-0.93658050"," 0.31503812","-0.64824874","-0.88753393","-0.89530080","-0.77229036","-0.82768286","-0.95769409","-0.47876213","-0.98359846","-0.44884464","-0.83080207"," 0.77558905","-0.68133395","-0.08250346","-0.37566764","-0.48661839","-0.63297415","-0.57544233","-0.47945538","-0.47430206","-0.43022652"," 3.99151961"," 2.39532160"," 0.02794702"," 1.67904598"," 1.67928697"," 0.14003730"," 2.46445371","-0.47887016"," 2.47217416","-0.18220658","-0.17720587","-1.02065223","-0.93622891","-1.16654991","-0.08771733","-0.81389370","-0.53277164","-0.07521158","-0.72179919"," 1.84446465","-1.06301132","-1.07515606","-1.16394784","-1.04195891","-0.72513788","-1.12593771","-1.01692422","-0.98312500","-0.89402563","-0.71798498"," 0.19883068","-0.83959125","-0.83117649"," 0.38980944","-0.32097197","-0.51015094","-0.41297716","-0.92855225","-0.72668685"," 0.41822863"," 1.68822135"," 0.11468147","-0.10156028","-0.17228350"," 0.25976164","-0.41865369"," 0.43358442","-0.62294606"," 0.46557100","-1.03176302","-0.02295738","-0.30952993"," 0.22180498"," 2.01868518"," 1.47033635","-0.79066865"," 0.33984222"," 0.78919128"," 0.48833696","-0.88459930","-0.92681748"," 0.01213997"," 0.40893840"," 1.19791136"," 0.60449084","-0.51953443"," 0.53893889","-0.63521875"," 0.55656765"," 0.56343466"," 1.07890352"
"Lignoceric acid","-0.524338856","-0.523534157","-0.528958284","-0.519565239","-0.524864388","-0.532573990","-0.524148904","-0.524686766","-0.522686612","-0.520296784","-0.520124264","-0.527975345","-0.523152661","-0.525999087","-0.509999580","-0.521312639","-0.519594565","-0.508704548","-0.515696831","-0.512336744","-0.521823776","-0.545133693","-0.537987500","-0.515090933","-0.450534051"," 1.140447525","-0.519896333"," 1.788640133"," 0.360060802"," 0.599654894"," 0.386435359","-0.515833964","-0.036467157"," 0.380945735","-0.492238076"," 2.396979838"," 3.030222387"," 3.503496955","-0.507219256","-0.507081367","-0.516110966","-0.522484664","-0.520285752","-0.519195311"," 5.173486745","-0.025534796","-0.204021946","-0.315353874","-0.117599592","-0.531096689","-0.117094188","-0.528363254","-0.119970437","-0.524592721"," 0.951925030","-0.524556985","-0.530044125","-0.527224399","-0.528849913"," 0.031149532","-0.155162491","-0.074579591","-0.208609202","-0.120010758","-0.218751882","-0.184512466","-0.504934430","-0.480062273","-0.514672886","-0.501107113","-0.483540347","-0.520927503","-0.502994057","-0.514360997","-0.008911581"," 0.378451992","-0.538628559","-0.136935231","-0.038989248"," 0.922720084","-0.028073505"," 2.056185279","-0.503935121","-0.485325262"," 1.531598582"," 0.742393219","-0.514348036","-0.517387530"," 0.019089597","-0.121789683","-0.153180043","-0.158678840","-0.154330119","-0.527140155","-0.208786950"," 1.455389299","-0.511109224"," 3.749679138","-0.525110404","-0.514165751","-0.526692764"," 1.077004311","-0.509779978","-0.530578261","-0.515176939","-0.504738130"," 2.836853322"," 1.115714172"," 1.711374654","-0.515922269","-0.506062807","-0.519664084","-0.499961759","-0.505953590"," 0.352999787","-0.489697331","-0.503404948"," 0.877803456"," 1.820393992","-0.512124537"," 0.156014181","-0.510917621","-0.513147779"
"L-Isoleucine","-0.256691852","-0.516593248","-0.679076999"," 0.412373617"," 0.794389622","-0.569287619"," 0.495330720"," 1.531264692","-0.146375500","-0.064378892","-0.910957742"," 0.120510240","-0.397766837"," 1.112297739","-0.053266177"," 0.858833608"," 0.287061354","-0.516918648","-0.003304928","-0.062571891","-0.277638073","-0.099708713"," 2.357384169"," 1.061733791","-1.578700452","-0.318822473"," 0.320523804"," 1.242354179"," 0.951892314","-0.832336042","-0.589284024","-0.711794068","-0.697533857","-0.784502249","-0.943135102","-0.662047247","-0.773658077","-0.920715680"," 0.069844656"," 0.013665573","-0.790985679"," 0.294313597"," 0.365573328","-0.106102922"," 1.372875354","-0.367526561"," 0.623864435","-0.529354927","-0.228429075"," 0.115904861"," 0.090758941"," 0.796225988"," 1.120213644","-0.254601327"," 0.722367632"," 0.721912988"," 1.453829587"," 0.276908617"," 2.340170019","-0.374993473"," 0.886943550","-1.273750905","-0.779511300","-0.873126839","-0.620292851","-1.266080165"," 1.086431881","-0.791757819"," 1.040107581","-0.108560818","-0.537161248"," 3.296812033","-1.039066188","-1.463218963","-1.372156247","-0.680084168","-0.729659117","-1.405004464","-1.453124537","-0.914044328","-0.870613131"," 1.341054812","-0.734100406","-0.876352456","-0.615846538","-0.901449923"," 0.679627065"," 0.042389162","-0.362608925","-0.315248568"," 0.716591833","-0.111591148"," 0.841396353","-0.122541022","-0.476162695"," 1.894131945","-0.316905657"," 0.423988611","-0.621378292","-1.280044928","-0.653533429"," 0.714835791"," 2.286786301"," 1.707183435"," 4.142406371"," 0.516927933"," 0.317205497"," 2.402073389","-0.540367064","-0.691577479"," 0.480498827"," 0.450747420","-0.277137783","-0.829478734","-0.670085926","-0.740787708","-1.193007105","-0.755859119","-0.285110918","-0.200688370","-0.500249843","-0.822155919","-0.101975463"
"L-Leucine","-0.20546981","-0.31471795","-0.50671910"," 0.27916593"," 0.73702956","-0.33484718"," 0.53958190","-0.58837646"," 0.23830048"," 0.16795079","-0.69630907"," 0.25285699","-0.05106698"," 1.35918357"," 0.14876744"," 1.21462430"," 0.36536842","-1.49664014"," 0.08626387"," 0.17523965","-0.21161541"," 0.01049486"," 1.95387920"," 0.82049118","-1.38561505","-0.23242559"," 0.38461557"," 1.23856390"," 0.92192483","-0.95562947","-0.63351233","-0.57643922","-0.57579149","-0.73925037","-0.94413291","-0.81394129","-0.60196613","-0.77233639"," 0.24608224"," 0.16354358","-0.52036214"," 0.30166336","-1.08821100","-0.07910189"," 1.76601581","-0.69778375"," 0.45933128","-0.60619897","-0.16618145","-0.24073651"," 0.09030443"," 0.38536191"," 0.98150706"," 2.72532019","-1.52995019"," 0.74427404"," 1.39846747"," 0.29513243","-0.34366352","-0.17253076"," 0.99699623","-1.05669230","-0.35883082","-0.90531012","-0.81981894","-0.92432715","-1.48944444","-0.67334053","-1.50803140"," 0.12474405","-0.21744801"," 4.08595303","-0.70742027","-1.23486442","-1.10426652","-0.68513296","-0.55512482","-0.99648622","-1.18330680","-0.72016875","-0.35246342"," 2.20474319","-0.24356205","-0.65016750","-0.09994993","-0.45903984"," 1.21510256"," 0.55499834","-0.36343178","-0.76299102"," 0.18405545","-0.53862252"," 0.76899771","-0.25784360","-0.23826082"," 2.57239791"," 0.19106146"," 1.07434047","-0.12260018","-0.24887293","-1.53097273"," 1.15680826"," 1.95875391"," 1.91208595"," 3.32098700"," 0.46489152","-0.98389317"," 1.46823670","-0.34118127","-0.59569197"," 0.21163032"," 0.53034863","-0.09259350","-0.71256660","-0.59608971","-0.57187279","-1.11756665","-0.59894654","-0.05886224"," 0.35674980","-0.45543770","-0.62977522"," 0.03960394"
"l-Leucyl-l-valine"," 0.295154532","-0.035404983","-0.959859702"," 0.154955172"," 0.357307234","-0.960323064","-0.959243366","-0.959312295"," 1.865242475"," 0.630632579"," 0.281876151","-0.200787609","-0.959115695"," 0.145021031","-0.957430092"," 1.681050487","-0.120763758"," 0.614172305"," 1.578877235","-0.957729606"," 0.929501918","-0.032972803","-0.961016820","-0.958082563","-0.949809422"," 1.339475637"," 0.085359192","-0.442108203"," 5.084474964","-0.955461411","-0.001576963"," 0.009197533"," 0.051314537"," 0.005058306","-0.049922194","-0.960102005"," 0.941225290"," 0.431834958","-0.957073786"," 0.426099462"," 0.040367001"," 0.262250249"," 2.384560738","-0.958608550","-0.960106171","-0.674962553","-0.463689876","-0.614408614","-0.678948130","-0.490140843","-0.665281434","-0.410695794","-0.288284817"," 1.784384178"," 0.179112462"," 0.450096978"," 0.428761863"," 1.873040888"," 0.729569231"," 0.701000594"," 2.664551612"," 0.034608807","-0.174218173","-0.719022742"," 0.543372593","-0.126622769","-0.956780979"," 1.044889884"," 0.165596186"," 0.344379025","-0.954039269"," 2.154912633","-0.956532315","-0.227293849"," 0.153150666","-0.959920169","-0.770686340","-0.002359378","-0.558486195","-0.588019481","-0.607246262"," 1.542241425"," 0.470748443"," 0.899530228","-0.954161212","-0.958395166"," 2.009194094"," 1.073776332","-0.903808090","-0.930279433","-0.311072754","-0.898790963","-0.343245183","-0.612208863","-0.797832823","-0.957725205","-0.957572296","-0.960311639","-0.959366585","-0.957963998","-0.959569369","-0.956714611"," 0.105265974","-0.960067306"," 0.356205065"," 1.355827807"," 0.792789767","-0.957070283","-0.236113488"," 0.134835044"," 0.365011358","-0.958668625","-0.956143718","-0.205255893"," 0.035168445","-0.954828303","-0.008061109"," 0.579932296"," 1.886390389"," 0.459198350","-0.038176557"," 0.142776496"," 0.782526415"
"L-Proline"," 0.19118358","-0.30141052","-0.01474021"," 0.16518293"," 0.04789740","-0.62120278"," 0.04702108"," 1.30013115","-0.79839170"," 0.82850621","-0.61570605"," 0.15595609"," 0.19029131"," 0.73658503"," 0.47511475"," 0.18384325"," 0.24989056","-1.21927814"," 0.26727653","-0.31579315","-0.28664640","-0.18412446","-0.32902678","-0.75185249"," 0.85060563"," 0.13642105","-0.46237082"," 1.87530161"," 0.36208387","-1.11539915","-0.19181725","-0.50084864","-0.42977919","-0.09106716","-0.65727473"," 0.90212163","-0.65381107","-1.13248797"," 0.65732704"," 0.59720235","-0.02834580"," 0.21548888","-1.06754515","-1.02785862"," 1.27570704"," 0.13320337"," 1.10315611","-0.35450987"," 0.83845957"," 0.27277399"," 1.23225559"," 1.55204769","-1.07280620"," 0.73126695"," 0.30783148"," 1.57562689"," 0.31126927","-0.07510532"," 2.92998140","-0.60107643","-1.02023673","-1.52499571","-0.48453535","-0.93322662","-0.98454461","-0.80754318"," 0.39804863","-0.74295501"," 0.53630973"," 0.79350811"," 0.18568517"," 2.34984055","-0.73567777","-1.59881707","-1.42432445","-1.16109710","-1.02696176","-1.08482271","-1.04557678","-1.04160339","-0.24454083"," 0.02074290","-0.80140152","-1.29140904","-0.24600664","-0.04355401","-0.37122742","-0.11133360","-1.45457817","-1.25190551"," 0.83713446","-0.84974316","-0.75238948","-0.65445282","-0.86180369"," 1.30646171"," 0.37988770"," 0.93585083","-0.61738188","-0.33459336","-0.80331158"," 1.12222284"," 3.32975291"," 2.09245956"," 4.09273860"," 1.72491755"," 0.31758429"," 0.83985563","-0.21390064","-0.42076635"," 0.47816475","-0.44245571","-0.67236814","-0.63789163","-1.54150520"," 0.65622514","-0.05466616","-0.29156545","-0.20712150"," 1.09873827"," 0.58545778","-0.73115942","-0.36037120"
"L-Rhamnose","-0.48954193","-0.23449893","-0.70266863","-0.46515779"," 0.03037353"," 0.21814914"," 0.51031950","-0.49876056","-0.63291253","-0.52502277"," 1.49653295"," 0.33855025","-0.49321186","-0.39267817","-0.58660767","-0.87581672","-0.10471956"," 1.04394596"," 0.88835365"," 0.86412914","-0.11950701","-0.54637859"," 1.01178204","-1.05221778","-0.11721129"," 1.21057650","-0.27452034","-0.57156859"," 0.36823474"," 3.05107275"," 2.07244158"," 0.17528802"," 1.35683581"," 2.74593648"," 4.19413899","-0.45963237"," 1.19455751"," 2.59215228","-0.17401937","-0.65550108"," 1.25046450","-0.48551579"," 0.04870252"," 0.36505065","-0.67470554"," 0.52673128"," 0.45732426"," 1.80135823","-1.44002810"," 0.98276086"," 0.33466680"," 0.10146783","-0.58445517","-0.45199847"," 1.01629981"," 1.31452733"," 0.25506960"," 3.95545150"," 0.86583691","-0.52565904","-0.63774048","-0.81496698","-0.71896101","-0.50295750","-0.33998339","-0.41254499"," 0.41299040","-0.38750597","-0.20685962"," 1.34450270","-0.34008158","-0.46490632"," 0.09876512","-0.85072608","-1.05838591","-1.27576556","-1.26624990","-1.10470617","-1.07186517"," 0.02171274","-0.81572457"," 0.03289491","-0.31455075","-0.17260368","-0.16105311","-0.65962579"," 0.31318776","-0.22406247"," 0.78488202","-0.67277147"," 0.53852314","-0.87402033","-0.92369939","-0.99365434","-1.31753989"," 1.23792927","-0.72351663","-1.26475350"," 0.10763028","-0.66373912"," 0.02841490","-0.34844455"," 0.03975565"," 0.70400387","-1.18701323","-0.24152634","-0.28093384"," 0.18897723"," 0.30295062","-0.24755703","-0.11593712","-0.72843653","-0.54085260","-0.48128032","-0.65118323","-0.89771512","-0.60008790","-0.71418419","-0.56444826","-0.23777142","-0.49032207","-0.46780560","-0.63066686"
"L-Sorbopyranose, (1S,2R,3S)","-0.196508377","-0.196496982","-0.196573789"," 4.210123954","-0.196515819","-0.196624989","-0.196505687","-0.196513303","-0.196484981","-0.196451140","-0.196448697","-0.196559871","-0.196491580","-0.196531886","-0.196305329","-0.196465525","-0.196441196","-0.196286990","-0.196386003"," 9.465009405","-0.196472763","-0.196802838","-0.196701646","-0.196377424","-0.195463279","-0.196355357","-0.196445470","-0.196329662","-0.196430646","-0.196087798","-0.196265943","-0.196387945","-0.196482902","-0.196304279","-0.196053820","-0.196600563","-0.196376399","-0.196309693","-0.196265958"," 1.213017775","-0.196391868","-0.196482121","-0.196450984","-0.196435543","-0.196601023"," 0.005272196","-0.077790393","-0.196680675","-0.196359660","-0.196604070","-0.196623254","-0.195336218"," 1.331591071","-0.196511972","-0.196534123"," 1.473188438","-0.196589165","-0.196549237"," 2.175367109","-0.057184062","-0.196654429"," 0.275791263","-0.196667265","-0.196425017","-0.196656120","-0.169966099","-0.196233604","-0.195881407","-0.196371504","-0.196179409","-0.195930658","-0.196460071","-0.196206128","-0.196367088","-0.180761008","-0.196580471"," 0.026627411","-0.157696118","-0.052423905"," 0.238504579","-0.196462484","-0.195813745","-0.196219454","-0.195955933","-0.195944132","-0.196411965","-0.196366904","-0.196409944","-0.196460669"," 0.533553064","-0.028064110","-0.160397948","-0.196665744"," 0.162152021","-0.195906133","-0.196337937","-0.196321041","-0.196623727","-0.196519302","-0.196364323","-0.196541709","-0.196226271","-0.196302219","-0.196596729","-0.196378641","-0.196230825","-0.196291587","-0.196265571","-0.196523743","-0.196389196","-0.196249583","-0.196442181","-0.196163190","-0.196248036","-0.196179450","-0.196017843","-0.196211947","-0.196271739","-0.196371332","-0.196335419","-0.196356148","-0.196318328","-0.196349908"
"L-Threonine"," 0.480372793","-0.236669235","-0.297891457"," 2.192543422","-0.276066355"," 0.103235849"," 0.426127309"," 1.302126141"," 1.090638899"," 0.129581091","-0.473785447","-0.269460619","-0.694153277"," 0.689221309","-0.086738025"," 0.881228188","-1.647632038"," 1.250903924"," 0.975558061","-0.986596090"," 0.234680966"," 1.370961657","-0.628533133","-0.522059832","-1.666624664"," 4.734070470","-0.368448909","-0.182286043"," 1.376265711","-1.108216846","-0.246251527","-0.121785853","-0.774142431","-0.172861398","-0.414779722","-1.002244157","-1.092782536","-1.470445416","-1.389976356","-1.686958895","-0.461157387"," 1.237816854"," 1.127020831","-0.405212594"," 0.889749497"," 0.043096877"," 0.329116426","-0.261264429","-0.245527477"," 0.368466887"," 0.254381843"," 1.264453496"," 0.061802654"," 1.296762252"," 1.227617127"," 1.521279706"," 1.854426179"," 0.452831764"," 0.838453389","-0.948236699","-0.171799539","-1.176474119","-0.132731599","-1.161921079","-1.076701801","-1.188913960"," 0.847249761","-1.316098341","-0.262258558"," 0.532171634"," 0.138558295"," 2.253510404","-0.886506940","-1.491961890","-1.516891212","-1.036472361","-0.673566428","-1.287705423","-1.216330168","-0.632730360","-0.223143653","-0.538171642","-0.141763458","-1.679135470","-1.203009479"," 0.041751471"," 0.284489312","-0.320109598","-0.317205251","-0.908855921"," 0.837361688"," 0.208545393"," 0.983006276"," 0.587598350"," 0.050297993"," 1.711897231","-0.487473295"," 0.534836935","-0.257793014","-0.449938772"," 0.041865119"," 0.024335861"," 0.376006894"," 0.482175481","-0.278960887"," 2.129103145"," 1.442846099","-0.688074841"," 0.228134532"," 0.337187074"," 0.362340952","-0.343384256","-0.571881723","-0.812540175","-0.061277624"," 0.388529050","-0.345602062","-0.472267561"," 0.446489940","-0.540272675"," 0.005319809","-0.683253225"," 1.411566934"
